2308 vloume (thousand),2360,3665,1536,1503,4721,2371,1537,1723,6509,8183,1533,2308 foreign investment (m),2308 investment credit (m),2308 dealer (m),MA20,MA60,MACD,RSI,slowk,slowd,台股大盤收盤價(元),S&P500收盤價
1184058,182.23,251.73,92.18,51.7,164.45,31.65,131.84,112.48,67.55,49.8,59.31,-287.56,-40.82,23.27,248.03,251.61,2.38,53.81,19.95,33.29,"17,693.13","4,441.67"
1716534,181.27,252.21,91.5,51.99,161.55,33.05,131.84,112.48,66.29,52.15,57.62,-470.02,-3.07,15.84,248.37,251.59,2.06,50.46,33.75,27.4,"17,764.04","4,479.54"
1838702,181.27,254.15,92.57,52.09,162.52,34.8,132.31,111.03,67.36,53.42,57.72,271.18,-108.78,161.83,248.72,251.43,2.21,54.64,48.86,34.19,"17,841.37","4,486.23"
1574629,178.88,249.3,92.08,52.57,165.42,36.2,132.31,111.03,71.63,53.42,58.71,-131.04,-63.96,-0.87,249.55,251.31,2.19,53.32,70.37,50.99,"17,818.31","4,496.19"
942867,173.62,245.91,92.08,52.57,161.07,38.85,131.84,110.55,70.95,54.21,58.12,101.27,-20.77,-18.01,250.35,251.01,2.23,54.12,61.11,60.11,"17,803.54","4,469.91"
601630,176.97,250.76,92.97,53.15,156.72,38.5,131.84,113.93,68.33,59.59,58.81,-157.99,-7.77,5.81,250.86,250.66,2.07,52.2,42.59,58.02,"17,666.12","4,509.37"
1233097,176.01,250.76,91.4,53.06,157.68,37.75,131.84,111.52,67.74,62.23,57.72,-295.04,-20.15,-0.29,251.43,250.29,1.62,48.49,22.44,42.05,"17,642.52","4,528.79"
828036,174.1,254.64,90.32,53.64,156.72,37.6,131.84,112,66.77,63.01,57.12,-51.97,5.38,8.99,251.74,249.95,1.32,49.46,23.55,29.53,"17,654.19","4,522.68"
1170740,176.97,249.79,89.54,53.83,156.72,36.7,131.84,111.52,66.97,62.13,57.42,25.64,4.92,-12.09,252.08,249.65,1.31,52.34,21.7,22.56,"17,369.39","4,524.09"
1705657,176.97,248.33,89.14,52.77,151.4,35.6,131.36,109.59,64.73,63.11,56.43,-420.34,6.05,11.45,251.89,249.35,0.74,45.77,27.11,24.12,"17,328.09","4,536.95"
809135,175.05,245.42,88.17,52.28,154.78,35,130.88,109.1,65.12,59.69,55.83,195.96,6.64,16.04,252.08,249.15,0.4,47.3,25.33,24.71,"17,427.76","4,535.43"
2981403,177.45,250.76,90.32,51.41,153.33,35.6,130.88,111.03,64.93,61.15,57.42,234.5,7.94,-12.62,252.62,248.92,0.32,49.83,46.67,33.04,"17,585.99","4,520.03"
755944,176.01,247.36,90.61,52.47,154.78,35.05,131.84,110.07,64.05,67.22,57.32,10.84,-3.35,18.74,253.01,248.72,0.41,51.83,69.28,47.09,"17,724.88","4,514.07"
1547318,173.14,242.51,89.05,51.6,144.62,34,131.36,109.1,62.69,67.91,55.83,166.58,-19.09,-9.19,252.99,248.56,0.76,55.19,79.71,65.22,"17,697.14","4,493.28"
1391349,174.1,243,89.24,51.7,146.56,34.6,131.84,111.03,63.76,68.2,56.33,-76.1,13.08,-11.55,253.06,248.41,1.01,55.19,79.43,76.14,"17,688.21","4,458.58"
1162360,179.84,241.06,88.66,51.02,149.94,34.15,131.84,110.55,64.05,70.65,57.42,-127.11,14.62,0.19,252.92,248.3,1.17,54.56,73.42,77.52,"17,796.92","4,468.73"
962489,177.45,245.91,89.05,51.41,145.59,34.45,132.31,111.52,63.08,67.51,56.43,93.63,-3.42,-2.35,252.72,248.17,1.43,56.69,63.65,72.16,"17,832.42","4,443.05"
1101073,176.49,245.91,89.24,52.67,147.04,33.9,131.36,111.52,64.05,66.05,56.72,-33.41,-33.41,9.14,253.21,248.26,1.46,53.97,75.93,71,"17,914.12","4,480.70"
2037060,173.62,247.85,88.66,51.99,148.98,32.85,132.31,112,65.61,65.46,58.81,984.81,-0.68,13.36,253.7,248.38,2.09,61.87,78.74,72.77,"17,826.26","4,473.76"
2052194,174.1,245.42,89.05,52.57,146.07,30.45,131.84,111.52,64.34,66.05,56.82,285.09,87.8,6.63,254.18,248.58,2.72,63.55,85.06,79.91,"17,767.60","4,432.99"
1572674,177.92,240.09,88.95,52.38,148.98,31.5,132.31,112,66.48,64.19,56.43,-76.41,22.41,1.16,254.82,248.72,3.1,62.08,71.48,78.42,"17,599.37","4,357.73"
1439172,175.05,237.66,88.36,51.11,144.14,31.9,131.36,110.55,64.44,61.94,55.43,-41.16,275.57,-16.29,255.11,248.91,3.29,60.56,56.63,71.06,"17,660.10","4,354.18"
1152457,175.05,234.27,88.36,50.92,148.01,31.4,131.36,110.55,64.63,64.29,55.53,-255.73,16.59,-6.95,255.41,249.17,3.28,58.26,37.15,55.09,"17,785.74","4,395.64"
1527931,176.01,235.72,88.26,51.5,147.53,31.55,131.36,111.03,64.83,63.89,56.53,-273.71,-20.68,0.49,255.8,249.46,3.12,55.98,33.27,42.35,"17,812.59","4,448.98"
1847498,178.88,234.75,88.46,51.99,144.62,31.9,132.31,111.03,63.57,61.74,56.53,242.37,-10.49,2.68,256.04,249.52,3.19,59.41,21.23,30.55,"17,669.11","4,455.48"
872849,177.92,238.15,88.07,52.28,149.46,32.15,132.31,111.03,64.83,61.64,56.62,-359.83,-1.65,-42.24,256.58,249.65,2.82,52.12,26.98,27.16,"17,789.27","4,443.11"
629902,179.84,240.57,89.73,52.57,156.23,31.75,131.36,112,68.91,61.64,57.02,88.05,5.9,2.06,257.04,249.86,2.66,54.52,18.52,22.25,"17,826.83","4,352.63"
431532,186.53,243.48,89.14,51.89,154.3,31.75,131.36,112.48,67.45,62.13,57.42,-83.63,-14.43,-2.12,257.58,250.21,2.46,53.79,50,31.83,"17,946.66","4,359.46"
1037334,197.06,244.94,89.05,51.99,154.78,31.65,131.36,112.97,68.04,63.11,58.62,-4.32,-20.18,12.66,258.48,250.51,2.63,59.08,66.67,45.06,"17,961.64","4,307.54"
585437,196.1,246.39,88.95,51.99,152.36,31.6,131.36,113.45,67.36,69.37,58.62,152.02,-23.72,-7.74,259.56,250.96,2.76,59.64,89.81,68.83,"18,048.94","4,357.05"
1273623,198.49,247.85,88.75,52.57,150.91,32.3,130.88,113.45,66.19,63.89,60.9,581.86,-3.27,39.51,260.61,251.57,3.23,64.76,87.25,81.24,"18,196.81","4,300.46"
1069831,196.58,247.36,89.14,52.28,149.46,32.25,130.88,114.41,65.7,62.92,58.71,-146.8,-19.98,-4.46,261.58,252.11,3.72,66.59,89.9,88.99,"18,248.28","4,345.72"
1022209,194.66,250.76,88.75,52.67,152.85,32.4,132.31,114.41,66.87,62.43,58.71,13.9,-21.64,1.1,262.24,252.61,4.09,67.05,76.01,84.38,"18,218.84","4,363.55"
641423,191.32,253.18,89.44,52.38,152.36,32.6,131.84,116.34,66.68,61.74,58.32,-24.75,-40.85,3.51,263.24,253.15,4.11,61.57,77.12,81.01,"18,270.51","4,399.76"
1683590,190.36,255.61,88.75,52.18,150.43,32.8,131.84,114.9,66.09,59.69,59.11,175.12,10.43,13.54,265,253.91,4.62,68.12,80.43,77.85,"18,526.35","4,391.36"
4680818,190.36,257.06,88.95,51.7,152.36,32.4,131.84,113.93,66.58,59.78,63.39,1068.61,198.1,108.41,266.34,254.62,6.13,77.12,82.9,80.15,"18,499.96","4,361.19"
3020096,190.36,254.15,89.63,51.5,148.49,31.8,131.36,113.45,65.22,59.39,69.66,-120.56,3.78,27.6,267.81,255.34,6.75,68.14,70.77,78.04,"18,367.92","4,350.64"
2128418,189.88,244.94,89.63,51.41,147.53,32.15,131.36,112.97,64.34,59.49,72.05,387.9,-1.75,-1.46,268.49,256.11,7.19,68.45,48.77,67.48,"18,169.76","4,363.80"
2080438,201.84,245.91,88.17,51.6,142.69,31.5,131.36,113.45,62.88,56.95,66.68,-311.87,0,-38.49,269.1,256.82,6.83,58.78,38.78,52.77,"18,239.38","4,438.23"
1629614,215.71,251.24,87.58,51.6,143.17,31.15,131.36,112.97,62.88,59.98,72.65,-108.86,-0.57,13.61,269.93,257.43,6.51,59.16,32.75,40.1,"18,288.21","4,471.37"
2982202,222.41,253.67,86.7,51.41,136.4,30.35,131.36,111.03,61.82,60.76,65.48,162.44,8.32,11.19,270.57,257.81,6.45,61.87,33.99,35.17,"18,375.40","4,486.48"
1959826,211.88,255.12,86.21,51.99,138.82,31.05,131.36,112.48,59.87,58.81,62.6,386.34,-2.26,26.51,271.03,258.17,5.95,56.14,26.8,31.18,"18,436.93","4,519.63"
1823901,203.75,246.39,86.3,51.89,133.98,30.7,131.84,112,59.29,58.02,62.1,-382.26,-10.53,-13.57,271.3,258.47,5.1,51.05,18.14,26.31,"18,403.33","4,536.19"
1841031,198.01,239.6,85.52,51.6,134.47,29.85,131.36,111.03,58.61,54.79,58.62,-166.43,-86.34,-25.79,271.52,258.95,3.94,46.1,15,19.98,"18,525.44","4,549.78"
936912,206.62,242.51,86.7,51.79,136.88,30.2,131.36,111.52,60.16,56.56,60.41,66.19,-43.21,-6.84,272.01,259.47,3.15,48.08,21.74,18.3,"18,378.64","4,544.90"
753502,208.54,244.45,85.72,51.89,134.47,30.3,131.36,110.55,59.09,56.85,58.62,-21.92,14.52,-29.59,272.45,259.96,2.53,48.58,31.72,22.82,"18,227.46","4,566.48"
1312907,210.93,250.27,84.83,52.28,135.92,29.85,131.36,111.03,59.97,56.07,58.52,147.4,36.3,-81.95,272.79,260.42,2.09,49.64,40.42,31.29,"18,218.28","4,574.79"
1989936,208.54,253.67,84.15,52.18,133.98,30,131.36,111.52,59.58,55.77,61.9,-211.19,-33.52,5.18,272.91,260.75,1.53,47.03,46.3,39.48,"17,899.30","4,551.68"
1255268,203.75,256.58,82.09,51.41,131.08,29.55,130.41,110.55,58.8,53.23,59.41,80.39,28.61,22.07,272.99,261.18,1.08,47.03,43.75,43.49,"17,989.04","4,596.42"
656993,208.06,269.19,81.5,51.11,134.47,29.35,130.88,110.55,58.12,54.7,57.72,-69.09,24.48,-7.62,272.67,261.37,0.67,46.47,36.17,42.08,"17,701.12","4,605.38"
2101019,197.06,282.77,80.13,49.66,128.18,28.25,130.41,109.59,57.15,52.05,58.22,-334.64,49.23,-59.18,272.2,261.63,0.11,43.12,28.61,36.18,"17,674.40","4,613.67"
1424532,202.8,286.16,80.72,49.85,128.66,28.7,130.41,110.07,57.15,52.45,57.32,-443.81,39.4,-5.63,271.86,262.02,-0.41,42.03,30.6,31.79,"17,900.30","4,630.65"
3134392,209.49,296.83,81.41,50.34,130.11,29.7,130.88,112,58.61,54.01,58.91,39.57,23.58,15.45,271.57,262.28,-0.58,46.4,30.21,29.81,"17,966.56","4,660.57"
3799475,208.54,297.32,81.41,51.02,136.4,30.5,130.41,112.48,60.07,56.16,59.71,-672.77,263.08,15.87,270.96,262.4,-0.86,44.02,33.33,31.38,"18,151.76","4,680.06"
1510423,208.06,295.38,82.68,51.79,140.27,30.8,130.88,112.97,61.23,56.65,60.7,-476.48,213.44,53.9,269.62,262.56,-1.03,44.78,27.93,30.49,"18,338.05","4,697.53"
1674763,201.84,283.25,81.6,51.11,137.37,30.8,130.88,112.97,60.26,55.48,60.9,-510.43,0,8.09,268.4,262.55,-1.15,44.78,19.24,26.83,"18,310.94","4,701.70"
1922859,198.97,299.74,80.62,50.73,139.3,30.9,130.88,114.9,61.04,54.99,62.2,-513.48,164.08,-7.7,266.69,262.41,-1.55,39.75,10.07,19.08,"17,997.67","4,685.25"
2135400,190.84,287.62,79.74,50.82,137.37,29.95,131.36,113.93,61.04,52.84,61,-905.98,49.92,-66.05,265.25,262.32,-2.58,30.88,3.61,10.97,"17,951.81","4,646.71"
2110193,190.84,286.65,79.74,50.73,136.4,30.45,130.41,113.93,61.23,52.93,62.4,-572.66,-12.68,-15.97,264.03,262.28,-3.55,29.04,15.02,9.57,"18,231.47","4,649.27"
1379911,192.75,285.68,80.62,51.6,137.37,30.75,130.88,114.9,61.04,53.91,62.2,-29.99,5.95,-4.14,262.76,262.29,-3.89,37.1,31.68,16.77,"18,268.57","4,682.85"
1403447,194.19,289.07,80.23,51.7,137.37,31.95,131.36,114.9,61.04,54.11,61.2,-185.57,7.57,35.24,261.75,262.38,-3.91,40.73,55.44,34.05,"18,232.35","4,682.81"
616220,191.32,275.01,79.74,51.89,138.82,31.35,131.36,115.86,61.43,54.21,61.4,-61.71,17,1.05,260.92,262.36,-3.84,41.45,69.43,52.18,"18,221.49","4,700.90"
574191,189.88,278.4,80.13,51.79,137.85,31.85,131.36,116.34,60.94,55.58,60.8,-217.1,14.82,10.4,260.22,262.31,-3.86,39.87,56.91,60.6,"17,969.29","4,688.67"
1119768,186.06,271.61,79.15,50.53,133.02,31.75,131.36,114.9,59,56.56,59.21,-344.89,65.54,-27.24,259.51,262.28,-4.07,36.85,45.91,57.42,"18,055.73","4,706.64"
896307,187.01,284.22,79.15,50.82,138.34,31.45,130.88,115.38,60.36,56.56,60.01,-4.4,82.36,12.43,258.51,262.19,-4.03,40.11,25.51,42.78,"17,594.55","4,697.96"
1745615,178.88,283.74,77.68,50.24,132.05,30.45,130.88,113.93,57.73,53.13,57.42,-475.82,28.9,-5.58,257.11,262.05,-4.38,34.79,21.5,30.97,"17,652.18","4,682.95"
4169357,180.32,290.04,77.68,50.04,132.53,31.25,130.41,115.38,58.22,54.01,57.92,-1950.31,60.64,15.28,256.33,262.06,-5.15,29.44,29.44,25.48,"17,898.25","4,690.70"
3981546,185.58,287.62,78.86,50.53,137.85,32.55,130.88,116.83,59.39,54.89,59.11,575.84,20.26,63.61,255.48,261.99,-4.92,42.94,44.44,31.79,"17,867.60","4,701.46"
1519444,187.01,288.59,78.37,50.73,138.82,32.25,130.88,119.72,59.58,54.7,60.21,-183.86,30.86,32.64,254.7,262.06,-4.79,41.65,71.11,48.33,"17,934.40","4,594.62"
2044815,186.53,280.34,78.57,50.82,138.82,32.45,130.88,118.76,59,55.28,59.21,-441.86,40.19,21.5,253.99,262.07,-4.56,42.88,71.39,62.31,"17,736.52","4,655.27"
1512687,181.27,282.28,77.19,50.53,135.43,32.75,132.79,116.34,58.61,55.87,58.12,-151.17,49.88,-14.51,252.96,261.93,-4.45,41.47,54.17,65.56,"17,178.69","4,567.00"
3470128,178.88,282.77,75.04,49.85,130.11,31.6,131.84,117.31,56.47,52.74,54.83,-704.2,139.06,-36.06,251.23,261.56,-4.89,35.23,28.47,51.34,"16,825.25","4,513.04"
3220337,169.32,272.58,71.51,49.07,126.73,31.9,130.88,114.9,54.14,51.08,51.25,-1366.14,113.75,25.43,249.89,261.23,-6.08,28.21,15.28,32.64,"17,015.36","4,577.10"
1723786,168.84,283.25,73.96,50.14,132.53,31.9,130.41,113.45,55.21,52.35,53.24,-375.53,42.5,202.62,249.15,261.12,-6.48,35.44,40.97,28.24,"17,433.20","4,538.43"
2626487,172.66,299.74,75.23,50.82,134.47,31.95,131.36,113.45,56.47,53.62,54.93,423.74,135.9,-3.56,248.79,261.14,-5.7,47.71,70,42.08,"17,264.74","4,591.67"
2851885,172.19,302.66,75.23,50.92,138.34,32.05,131.84,113.45,55.69,52.93,54.04,806.96,344.27,-78.6,248.4,261.05,-4.44,53.24,85.69,65.56,"17,263.04","4,686.75"
1132968,169.79,295.38,75.23,50.63,137.37,32.75,131.36,114.9,55.21,52.74,53.44,-242.05,31.42,-76.48,248.18,260.89,-3.75,49.84,75.4,77.03,"16,926.06","4,701.21"
1621680,168.36,288.59,73.28,50.24,133.02,32.35,130.41,112.97,53.07,50.68,51.45,206.48,69.16,-98.34,247.96,260.57,-3.64,45.65,48.21,69.77,"16,940.83","4,667.45"
2273679,163.1,300.23,73.57,50.14,132.53,33.9,130.41,112,52.39,51.08,52.05,-602.33,127.49,-33.12,248.06,260.4,-3.7,43.99,48.57,57.4,"17,448.22","4,712.02"
2282946,169.79,311.87,74.55,50.92,137.85,34.55,131.36,112.97,54.72,53.62,53.44,683.81,-1.04,45.59,247.81,260.17,-2.82,52.53,48.57,48.45,"17,456.52","4,669.15"
2665111,169.79,308.48,74.65,50.82,145.11,34.8,131.36,112,55.79,54.01,53.94,146.43,-15.87,-5.38,247.79,260.04,-2.44,49.36,70.58,55.91,"17,560.36","4,634.09"
1481728,170.75,307.02,75.92,50.53,145.59,33.2,131.36,112.97,55.98,54.5,54.73,409.77,92.13,25.06,247.89,259.95,-1.73,52.77,71.89,63.68,"17,559.71","4,709.84"
1041488,168.84,310.42,77.1,50.53,147.53,35,130.88,113.93,56.28,55.38,54.44,331.69,13.1,3.67,248.25,259.92,-1.07,53.45,83.19,75.22,"17,731.37","4,668.67"
817505,170.27,308.48,77.68,51.11,146.07,36.2,130.41,113.93,55.98,55.97,54.24,-34.65,6.88,28.57,248.62,259.88,-0.35,55.18,88.03,81.04,"17,699.06","4,620.64"
1588380,173.14,311.87,76.8,50.53,149.94,36.4,130.41,115.38,57.64,58.41,55.03,569.78,-3.73,18.66,249.33,259.95,0.37,56.57,86.92,86.05,"17,676.95","4,568.02"
1314752,170.75,308.48,76.41,50.34,148.01,36.9,130.88,113.93,56.96,57.93,54.44,415.4,-7.77,-2.41,250.23,259.93,1.05,57.63,76.28,83.74,"17,520.01","4,649.23"
721325,169.79,285.19,76.41,50.53,148.98,35.2,130.41,113.45,56.86,61.84,53.94,-77.65,1.59,-24.91,250.69,259.94,1.34,54.75,67.25,76.82,"17,548.66","4,696.56"
974235,170.27,295.38,78.27,50.34,148.98,36.5,130.88,112.97,56.96,60.96,55.23,47.35,135.39,15.16,251.33,259.91,1.63,55.54,68.12,70.55,"17,740.56","4,725.78"
1297125,173.14,300.23,78.76,51.02,148.98,36.15,130.88,112.97,57.25,60.86,59.41,98.89,136.68,53.06,251.94,259.87,1.99,57.17,78.26,71.21,"17,693.47","4,791.19"
945150,172.19,287.62,79.84,50.63,146.07,35.75,130.88,112.48,56.37,60.47,59.01,270.11,12.08,-12.08,252.62,259.76,2.29,57.59,85.51,77.29,"17,625.59","4,786.36"
1313312,169.32,290.53,79.64,50.43,148.49,36.25,130.41,112,56.37,61.35,58.91,231.72,53.16,-11.28,253.43,259.53,2.5,57.59,60.35,74.71,"17,522.50","4,793.06"
1671324,171.23,291.98,78.57,50.43,145.59,35.9,130.88,113.93,56.08,62.62,60.11,-191.83,135.97,18.97,254.67,259.26,2.25,51.74,37.43,61.09,"17,178.63","4,778.73"
1804181,167.88,290.53,77.49,49.95,137.37,34.9,130.41,111.03,54.43,59.2,60.9,189.75,42.28,-36.02,255.63,259.03,1.83,49.06,14.79,37.52,"17,284.54","4,766.18"
1096955,161.66,291.98,77.19,50.04,141.24,35.4,130.41,112.48,55.21,65.07,63.39,233.86,127.37,-2.35,255.43,258.51,1.48,49.06,12.41,21.54,"17,048.37","4,796.56"
1413911,158.79,278.89,76.9,49.95,138.82,35.55,130.41,111.03,56.18,65.17,64.39,-238.48,47.85,53.36,254.77,257.73,0.37,39.17,8.62,11.94,"16,990.91","4,793.54"
1445747,156.4,277.92,75.23,49.46,140.27,35.25,130.88,110.07,55.21,71.62,70.76,-22.86,35.78,27.34,254.67,257.16,-0.66,37.61,18.01,13.02,"17,301.65","4,700.58"
1128426,161.66,289.07,76.61,50.34,138.34,34.9,131.36,111.52,55.69,72.01,67.47,110.89,23.76,21.46,254.75,256.54,-0.91,45.73,29.12,18.59,"17,245.65","4,696.05"
690200,162.14,290.53,77.68,50.24,138.34,34.8,131.36,110.55,56.47,73.87,66.87,68.82,7.84,-12.9,254.77,255.99,-1.3,43.55,32.06,26.4,"17,004.18","4,677.02"
568926,159.75,290.04,76.61,50.34,134.47,34.1,131.84,110.55,55.11,72.41,63.69,-153.44,17.47,-30.94,254.14,255.41,-1.85,40.63,21.87,27.69,"16,898.87","4,670.29"
587043,158.79,291.01,75.23,50.34,130.6,33.9,130.88,109.1,53.26,65.95,62.2,-161.62,34.4,-20.79,253.72,254.76,-2.42,39.02,16.32,23.42,"16,993.40","4,713.07"
476800,163.1,300.71,75.43,50.63,135.92,33.85,131.84,110.07,53.36,67.71,61.5,-85.14,2.23,12.13,253.23,254.26,-2.84,39.02,26.39,21.53,"17,148.88","4,726.35"
1210963,162.62,305.57,76.31,50.73,138.82,33.95,131.84,111.03,54.33,68.2,62.1,134.79,63.25,-15.06,252.79,253.87,-2.87,43.56,48.61,30.44,"17,127.95","4,659.02"
764017,161.66,307.99,77,51.79,138.34,33.5,132.31,111.52,54.33,69.96,68.27,102.97,43.52,-3.8,251.89,253.45,-2.7,46.03,44.91,39.97,"17,025.09","4,662.85"
1529046,160.23,299.26,76.41,52.47,135.43,33.85,131.84,110.55,53.65,66.05,68.96,-767.03,-27.31,19.19,250.42,252.85,-3.08,39.51,30.53,41.35,"16,620.90","4,577.34"
1845746,154.97,290.04,73.67,50.63,128.66,33.55,130.41,108.14,50.44,62.23,62.2,-814.03,23.65,-22.94,249.64,252.49,-4.09,32.73,31.58,35.67,"16,644.79","4,532.76"
2110133,151.14,295.86,74.45,52.38,129.15,33.7,130.88,108.14,48.79,66.54,62.2,803.88,-3.53,-6.55,248.67,252,-3.62,48.31,45.95,36.02,"16,303.35","4,482.73"
1749025,149.71,285.68,72.69,50.92,125.28,33.3,130.41,106.21,47.14,61.35,59.51,-66.64,66.15,-25.48,247.71,251.58,-3.76,43.42,66.92,48.15,"16,419.38","4,397.93"
1244753,155.92,285.19,73.76,51.02,124.31,33.45,130.88,108.62,46.65,61.35,59.71,-99.83,11.09,25.64,246.84,251.21,-3.7,44.71,67.26,60.04,"16,592.18","4,410.13"
1300676,159.27,291.5,74.06,51.6,124.79,33.55,130.88,110.55,46.65,61.06,60.21,184,5.5,-38,245.57,250.73,-3.35,47.71,60.02,64.73,"16,498.90","4,356.45"
932976,159.27,293.44,73.96,52.86,126.24,34.3,131.36,109.1,46.65,60.37,60.61,-299.25,-25.95,4.61,244.22,250.28,-3.62,42.4,39.59,55.62,"16,565.83","4,349.93"
810061,160.23,303.63,73.28,53.35,124.79,35.05,132.31,109.1,46.75,60.66,60.01,-61.7,-70.13,2.17,243.12,249.84,-3.9,41.41,13.2,37.6,"16,696.12","4,326.50"
826554,160.71,333.7,74.25,52.96,129.15,34.95,132.31,109.59,49.08,62.13,60.9,-206.54,-65.31,1.45,241.81,249.24,-4.08,41.41,8.29,20.36,"16,408.20","4,431.85"
1842283,156.88,324.97,73.47,53.35,126.24,34.1,131.36,113.93,47.72,60.27,60.51,-746.69,11.93,6.55,240.29,248.6,-4.72,36.75,9.87,10.46,"16,048.92","4,515.55"
1177905,154.97,324.97,72,52.38,125.76,33,130.88,114.9,45.44,56.07,58.32,-277.61,0.46,-7.82,239.12,247.9,-5.48,34.38,13.35,10.5,"16,061.70","4,546.54"
1243027,152.1,308.96,71.02,52.77,128.66,32.7,129.46,117.79,44.56,55.28,58.02,-261.38,6.57,13.82,237.9,247.15,-6.28,32.4,11.45,11.56,"16,006.25","4,589.32"
950738,145.4,303.63,71.51,53.15,127.69,32.8,129.93,117.79,43.25,53.82,56.92,-55.88,-36.65,-6.48,236.09,246.39,-7.08,30.77,10.13,11.64,"15,616.68","4,477.44"
1051911,146.36,300.71,68.47,52.18,122.86,33.2,129.46,114.9,42.96,51.56,53.74,-25.13,-52,-28.62,234.53,245.82,-8.01,28.22,12.77,11.45,"15,832.54","4,500.54"
1090737,151.62,308.48,68.47,52.96,126.24,33.95,129.93,115.38,44.37,52.54,55.43,125.31,-247.96,35.8,233.23,245.32,-8.45,31.28,27.99,16.97,"15,901.04","4,483.87"
696075,151.14,294.41,67.69,53.54,130.11,35.3,129.93,115.86,44.56,55.77,55.73,70.47,-60.21,19.85,232.14,244.78,-8.54,33.72,51.68,30.81,"16,056.09","4,521.54"
992940,152.58,306.54,69.65,54.32,132.53,35.3,128.98,119.72,45.97,56.56,57.42,-27.9,11.25,25.43,231.33,244.29,-8.36,36.17,71.95,50.54,"16,296.86","4,587.18"
1174086,152.1,302.66,70.04,56.26,131.56,35.35,128.98,120.21,46.41,57.73,57.82,200.05,-6.01,-2.77,229.91,243.64,-7.66,42.96,64.98,62.87,"16,020.32","4,504.06"
999822,151.14,301.2,69.55,56.46,129.63,35.6,128.98,119.72,45.54,58.22,56.72,-344.99,-25.97,-20.65,228.62,243.1,-7.72,36.66,55.58,64.17,"16,144.85","4,418.64"
990779,152.58,301.68,72,56.36,131.56,36,129.46,120.69,45.78,58.02,62.3,133.41,33.07,6.34,227.59,242.58,-7.34,41.29,38.42,52.99,"16,156.41","4,401.67"
645203,150.18,307.02,71.71,58.3,132.05,35.35,130.41,119.72,45.88,57.73,63.99,-107.33,16.65,9.45,226.79,241.94,-7.06,40.24,28,40.67,"15,963.63","4,471.07"
568166,146.36,291.01,70.73,58.11,127.69,36.1,129.93,119.24,44.81,55.87,61.7,-124.96,0,-1.1,225.35,241.44,-7.16,36.85,20.33,28.92,"16,104.03","4,475.01"
1004621,146.36,291.01,72.2,59.37,130.6,36.2,129.46,123.1,45.34,58.51,62.4,481.27,-413.85,27.37,224.32,241.07,-6.96,39.59,21.67,23.33,"15,968.83","4,380.26"
601363,148.75,288.1,71.41,58.11,128.66,36.15,130.41,123.1,45.39,61.06,63.69,119.17,14.11,-12.99,223.59,240.67,-6.6,41.23,50.06,30.69,"16,266.22","4,348.87"
1259596,152.1,295.38,71.81,59.47,129.15,36.1,129.93,123.1,45.49,64.19,64.39,169.92,75.47,52.78,223.03,240.4,-5.67,48.75,74.18,48.64,"16,610.62","4,304.74"
1250831,157.36,305.57,73.47,58.5,133.5,35.9,130.88,123.1,46.99,65.65,64.19,98.98,57,39.11,222.98,240.16,-4.32,54.59,94.18,72.81,"16,807.77","4,225.50"
1868490,159.27,302.17,73.86,59.08,134.95,35.3,129.46,123.59,46.9,64.58,64.09,292.22,4.35,-8.21,223,239.95,-2.99,56.86,97.46,88.61,"16,675.09","4,288.70"
593484,157.84,305.57,73.76,58.89,133.5,35.45,130.88,124.55,46.6,64.38,64.19,148.28,7,-22.7,222.78,239.78,-1.91,56.86,86.9,92.85,"16,552.57","4,384.62"
657692,155.92,291.98,73.37,57.92,134.47,35,130.88,124.07,46.22,62.52,62.99,-29.09,0,-8.75,223.03,239.84,-1.43,51.85,76.3,86.89,"16,605.96","4,373.79"
827241,162.14,289.56,72.79,57.24,132.53,35.75,130.41,119.72,45.58,63.6,62.3,55.45,-59.75,15.77,223.17,239.7,-0.84,54.03,51.58,71.59,"16,512.88","4,306.26"
1283051,161.18,304.11,72.88,58.01,133.98,36.2,130.41,120.21,45.83,65.17,65.58,-424.06,-5.13,13.51,223.57,239.37,-0.84,48.37,40.78,56.22,"16,670.51","4,386.54"
601546,163.1,304.11,72.59,58.5,142.21,36.45,130.41,122.14,46.9,65.46,66.48,-42.68,1.88,29.31,224.13,238.93,-0.71,49.79,33.84,42.07,"16,621.34","4,363.49"
824478,162.62,305.57,73.37,57.82,148.98,36.5,131.36,122.62,48.11,66.05,65.58,109.75,-35.72,8.23,225.03,238.6,-0.57,50.28,50.97,41.87,"16,460.12","4,328.87"
757802,161.66,306.54,74.25,57.92,150.43,36.3,131.36,118.76,48.99,67.12,65.68,141.96,-23.23,22.04,225.37,238.22,-0.29,52.28,43.86,42.89,"16,070.98","4,201.09"
1076238,155.92,299.74,72.39,55.39,146.07,36.15,130.88,117.79,48.11,64.77,65.38,-471.96,4.79,-18.7,225.64,237.88,-0.77,43.74,39.53,44.79,"16,047.37","4,170.62"
1031286,154.01,299.74,72.2,55.88,143.17,35.85,130.88,120.21,47.43,65.65,63.69,-95.97,12.8,-2.74,225.64,237.3,-1.1,44.28,19.63,34.34,"15,999.25","4,277.88"
1052740,159.27,296.83,73.37,57.62,139.3,36.7,131.36,120.69,46.7,64.48,63.79,-267.53,2.25,4.73,225.47,236.84,-1.62,41.27,25,28.05,"15,838.61","4,259.52"
