證券代碼,簡稱,年月日,未調整收盤價(元),外資買賣超(張),投信買賣超(張),自營買賣超(張),融資增加(張),融資減少(張),融券增加(張),融券減少(張),外資買賣超日數,投信買賣超日數,自營買賣超日數,外資連續累計買賣超(張),投信連續累計買賣超(張),自營連續累計買賣超(張),外資成交比重,投信成交比重,自營成交比重,信用交易比重,資券互抵(張),資券互抵比例,實際週轉率％,外資總持股率_不含董監%,投信持股率％,自營持股率％,董監持股％,董監質押％,融資餘額(張),融資餘額(千元),融資使用率,融券餘額(張),融券餘額(千元),融券使用率,券資比
2330,台積電       ,20210603,596,-2219,998,667,401,0,0,40,-2,3,2,-2675,1389,2127,64.99,1.61,1.17,0.02,2,0.01,0.13,74.65,0.78,0.03,6.59,0.01,30643,18306189.49,0.47,325,194155.65,0.01,1.06
2330,台積電       ,20210604,595,-2839,29,71,202,0,0,15,-3,4,3,-5514,1418,2198,61.12,0.2,0.63,0.04,2,0.01,0.07,74.64,0.78,0.03,6.59,0.01,30845,18272300.4,0.48,310,183641.21,0,1.01
2330,台積電       ,20210607,592,-1705,814,1020,0,494,0,20,-4,5,4,-7219,2232,3218,44.49,3.81,3.86,0.06,4,0.02,0.07,74.64,0.78,0.03,6.59,0.01,30351,17925852.99,0.47,290,171279.28,0,0.96
2330,台積電       ,20210608,589,-3243,893,740,145,0,0,61,-5,6,5,-10462,3125,3958,65.52,3.28,3.83,0.03,1,0.01,0.06,74.63,0.79,0.04,6.59,0.01,30496,17999910.25,0.47,229,135164.59,0,0.75
2330,台積電       ,20210609,586,-5442,462,-795,185,0,0,150,-6,7,-1,-15904,3587,-795,51.29,2.86,2.88,0.21,40,0.19,0.09,74.6,0.79,0.03,6.59,0.01,30681,17943614.1,0.47,79,46202.72,0,0.26
2330,台積電       ,20210610,599,11006,479,577,80,0,0,78,1,8,1,11006,4066,577,49.05,1.48,2.09,0.04,0,0,0.12,74.64,0.79,0.04,6.59,0.01,30761,18302856.52,0.47,1,595,0,0
2330,台積電       ,20210611,602,11388,415,-208,0,1435,0,1,2,9,-1,22394,4481,-208,49.67,1.8,2.06,0.04,0,0,0.1,74.68,0.79,0.03,6.59,0.01,29326,17650530.53,0.45,0,0,0,0
2330,台積電       ,20210615,609,5649,29,1221,129,0,0,0,3,10,1,28043,4510,1221,50.66,0.19,3.12,0.03,0,0,0.12,74.69,0.79,0.04,6.59,0.01,29455,17933829.92,0.45,0,0,0,0
2330,台積電       ,20210616,605,-199,-144,3588,0,382,0,0,-1,-1,2,-199,-144,4809,51.91,0.31,9.62,0.03,0,0,0.12,74.68,0.79,0.05,6.59,0.01,29073,17673973.85,0.45,0,0,0,0
2330,台積電       ,20210617,606,2280,221,-393,375,0,16,0,1,1,-1,2280,221,-393,65.86,0.49,1.84,0.37,94,0.36,0.11,74.68,0.79,0.05,6.59,0.01,29448,17711549.66,0.45,16,9623.23,0,0.05
2330,台積電       ,20210618,603,4058,-3460,-558,58,0,39,0,2,-1,-2,6338,-3460,-951,79.79,4.57,0.85,0.05,17,0.04,0.17,74.7,0.78,0.05,6.59,0.01,29506,17809818.65,0.46,55,33197.99,0,0.19
2330,台積電       ,20210621,583,-27905,197,-1094,1533,0,0,5,-1,1,-3,-27905,197,-2045,40.11,0.54,3.75,0.05,7,0.01,0.2,74.6,0.78,0.05,6.59,0.01,31039,18194192.71,0.48,50,29308.6,0,0.16
2330,台積電       ,20210622,578,-9753,-189,-296,82,0,5,0,-2,-1,-4,-37658,-189,-2341,51.83,1.92,2.06,0.04,5,0.02,0.13,74.56,0.78,0.04,6.59,0.01,31121,18102124.06,0.48,55,31991.8,0,0.18
2330,台積電       ,20210623,595,11538,-60,6290,0,965,44,0,1,-2,1,11538,-249,6290,45.99,0.62,11.45,0.04,2,0.01,0.15,74.61,0.78,0.07,6.59,0.01,30156,17818809.48,0.47,99,58497.88,0,0.33
2330,台積電       ,20210624,590,2358,-105,243,125,0,0,12,2,-3,2,13896,-354,6533,58.02,1.75,3.35,0.04,1,0.01,0.08,74.63,0.78,0.07,6.59,0.01,30281,17920977.12,0.47,87,51488.56,0,0.29
2330,台積電       ,20210625,591,3997,-96,592,0,131,0,1,3,-4,3,17893,-450,7125,61.93,0.59,4.72,0.02,1,0.01,0.08,74.65,0.78,0.07,6.59,0.01,30150,17887841.24,0.47,86,51023.36,0,0.29
2330,台積電       ,20210628,590,-67,-231,259,31,0,0,5,-1,-5,4,-67,-681,7384,60.58,0.75,2.17,0.02,0,0,0.06,74.65,0.78,0.07,6.59,0.01,30181,17747420.95,0.47,81,47630.66,0,0.27
2330,台積電       ,20210629,595,11074,-71,106,29,0,5,0,1,-6,5,11074,-752,7490,59.29,0.3,2.21,0.03,1,0,0.13,74.69,0.78,0.07,6.59,0.01,30210,17976602.49,0.47,86,51174.7,0,0.28
2330,台積電       ,20210630,595,5057,-325,256,0,116,24,0,2,-7,6,16131,-1077,7746,77.99,0.49,0.66,0.01,0,0,0.14,74.71,0.95,0.07,6.59,0.01,30094,17958224.34,0.46,110,65641.15,0,0.37
2330,台積電       ,20210701,593,1539,-201,-75,0,225,0,7,3,-8,-1,17670,-1278,-75,64.61,1.35,0.95,0.02,0,0,0.08,74.72,0.95,0.07,6.59,0.01,29869,17736905.16,0.46,103,61163.79,0,0.34
2330,台積電       ,20210702,588,-3209,-694,47,421,0,0,6,-1,-9,1,-3209,-1972,47,60.04,1.77,0.84,0.03,1,0.01,0.08,74.71,0.95,0.07,6.59,0.01,30290,17837538.68,0.47,97,57122.52,0,0.32
2330,台積電       ,20210705,591,1832,-529,1184,132,0,2,0,1,-10,2,1832,-2501,1231,68.99,1.06,2.22,0.03,3,0.01,0.12,74.71,0.95,0.08,6.59,0.01,30422,18044979.66,0.47,99,58722.4,0,0.33
2330,台積電       ,20210706,592,-50,-368,-193,0,381,0,2,-1,-11,-1,-50,-2869,-193,57.92,1.63,2.38,0.04,0,0,0.06,74.71,0.95,0.08,6.59,0.01,30041,17778750.46,0.46,97,57406.17,0,0.32
2330,台積電       ,20210707,594,2147,-617,-54,0,401,0,8,1,-12,-2,2147,-3486,-247,61.84,1.83,2.5,0.09,10,0.06,0.07,74.72,0.95,0.08,6.59,0.01,29640,17532317.87,0.46,89,52644.27,0,0.3
2330,台積電       ,20210708,588,-3831,-466,-1102,331,0,0,6,-1,-13,-3,-3831,-3952,-1349,66.2,1.1,2.98,0.02,1,0,0.09,74.7,0.94,0.07,6.59,0.01,29971,17670811.69,0.46,83,48936.55,0,0.28
2330,台積電       ,20210709,584,-11877,-5,-356,600,0,0,1,-2,-14,-4,-15708,-3957,-1705,48.83,0.58,2.67,0.03,0,0,0.13,74.65,0.94,0.07,6.59,0.01,30571,17802997.39,0.47,82,47752.63,0,0.27
2330,台積電       ,20210712,593,9217,67,890,0,686,11,0,1,1,1,9217,67,890,56.09,1.29,1.53,0.05,6,0.02,0.14,74.69,0.94,0.08,6.59,0.01,29885,17755043.1,0.46,93,55252.43,0,0.31
2330,台積電       ,20210713,607,27339,284,1814,0,771,30,0,2,2,2,36556,351,2704,43.1,0.57,2.33,0.04,3,0.01,0.23,74.79,0.94,0.08,6.59,0.01,29114,17586209.8,0.45,123,74297.72,0,0.42
2330,台積電       ,20210714,613,12168,595,680,343,0,44,0,3,3,3,48724,946,3384,41.39,2.05,2.15,0.05,3,0.01,0.16,74.84,0.95,0.08,6.59,0.01,29457,18026594.09,0.45,167,102197.82,0,0.57
2330,台積電       ,20210715,614,3634,31,940,416,0,140,0,4,4,4,52358,977,4324,46.73,1.85,3.66,0.06,3,0.01,0.1,74.86,0.95,0.09,6.59,0.01,29873,18290688.24,0.46,307,187970.45,0,1.03
2330,台積電       ,20210716,589,-29958,-714,-1715,0,485,174,0,-1,-1,-1,-29958,-714,-1715,43.38,0.58,2.61,0.06,9,0.01,0.26,74.74,0.94,0.08,6.59,0.01,29388,17363626.49,0.45,481,284194.38,0.01,1.64
2330,台積電       ,20210719,582,-21917,-1417,-45,376,0,0,316,-2,-2,-2,-51875,-2131,-1760,43.56,2.22,2.83,0.04,2,0,0.18,74.66,0.94,0.08,6.59,0.01,29764,17298309.98,0.46,165,95895.08,0,0.55
2330,台積電       ,20210720,581,-4464,-676,-14,281,0,0,14,-3,-3,-3,-56339,-2807,-1774,38.66,2.43,2.16,0.05,2,0.01,0.07,74.64,0.94,0.08,6.59,0.01,30045,17458587.66,0.46,151,87743.28,0,0.5
2330,台積電       ,20210721,585,-6887,260,4064,0,313,0,16,-4,1,1,-63226,260,4064,49.03,1.87,10.21,0.04,4,0.02,0.11,74.61,0.94,0.1,6.59,0.01,29732,17339143.44,0.46,135,78729.46,0,0.45
2330,台積電       ,20210722,591,11068,39,739,0,1211,0,27,1,2,2,11068,299,4803,52.72,1.03,2.24,0.03,1,0,0.11,74.65,0.94,0.1,6.59,0.01,28521,16868845.27,0.44,108,63876.98,0,0.38
2330,台積電       ,20210723,585,-5393,-15,282,181,0,0,8,-1,-1,3,-5393,-15,5085,55.61,1.28,2.68,0.04,2,0.01,0.06,74.63,0.94,0.1,6.59,0.01,28702,16824782.33,0.44,100,58618.85,0,0.35
2330,台積電       ,20210726,580,-5039,58,80,372,0,39,0,-2,1,4,-10432,58,5165,54.76,1.47,2.17,0.02,1,0,0.09,74.61,0.94,0.1,6.59,0.01,29074,16957230.24,0.45,139,81070.89,0,0.48
2330,台積電       ,20210727,580,-682,-100,610,0,26,20,0,-3,-1,5,-11114,-100,5775,61.88,1.46,1.91,0.02,0,0,0.08,74.61,0.94,0.1,6.59,0.01,29048,16880489.95,0.45,159,92398.72,0,0.55
2330,台積電       ,20210728,579,-10093,661,1995,0,245,111,0,-4,1,6,-21207,661,7770,60.15,0.88,5.63,0.02,1,0,0.16,74.57,0.94,0.11,6.59,0.01,28803,16584583.06,0.44,270,155464.27,0,0.94
2330,台積電       ,20210729,583,-431,-79,114,15,0,0,122,-5,-1,7,-21638,-79,7884,76.95,0.48,1.15,0.01,1,0,0.1,74.57,0.94,0.11,6.59,0.01,28818,16734111.17,0.44,148,85941.02,0,0.51
2330,台積電       ,20210730,580,-1488,-143,-86,0,227,26,0,-6,-2,-1,-23126,-222,-86,79.32,0.32,0.67,0.01,0,0,0.11,74.56,0.94,0.11,6.59,0.01,28591,16592049.2,0.44,174,100976.41,0,0.61
2330,台積電       ,20210802,590,8374,-572,1329,0,867,36,0,1,-3,1,8374,-794,1329,61.37,1.15,3.11,0.02,0,0,0.1,74.59,0.94,0.12,6.59,0.01,27724,16217087.26,0.43,210,122839,0,0.76
2330,台積電       ,20210803,594,9815,-255,-448,0,564,45,0,2,-4,-1,18189,-1049,-448,65.3,0.74,1.74,0.02,0,0,0.12,74.63,0.94,0,6.59,0.01,27160,16095434.26,0.42,255,151116.93,0,0.94
2330,台積電       ,20210804,596,6831,-296,205,0,328,67,0,3,-5,1,25020,-1345,205,64.14,1.05,1.63,0.02,0,0,0.1,74.66,0.93,0,6.59,0.01,26832,15990406.97,0.41,322,191894.42,0,1.2
2330,台積電       ,20210805,596,3650,-1021,-163,0,347,0,2,4,-6,-1,28670,-2366,-163,55.21,3.31,0.99,0.03,2,0.01,0.06,74.67,0.93,0,6.59,0.01,26485,15788985.08,0.41,320,190767.42,0,1.21
2330,台積電       ,20210806,591,-609,-157,-774,0,82,0,105,-1,-7,-2,-609,-2523,-937,60.69,1.15,4.22,0.02,0,0,0.06,74.67,0.93,0,6.59,0.01,26403,15612999.52,0.41,215,127136.87,0,0.81
2330,台積電       ,20210809,595,891,-221,-269,0,144,0,10,1,-8,-3,891,-2744,-1206,60.15,2.68,1.79,0.03,3,0.02,0.07,74.67,0.93,0,6.59,0.01,26259,15456646.11,0.41,205,120667.67,0,0.78
2330,台積電       ,20210810,591,2295,351,-365,0,67,27,0,2,1,-4,3186,351,-1571,65.92,1.58,1.76,0.01,1,0.01,0.07,74.68,0.93,0,6.59,0.01,26192,15511743.16,0.4,232,137397.85,0,0.89
2330,台積電       ,20210811,590,4665,575,-54,0,326,0,18,3,2,-5,7851,926,-1625,61.15,1.59,1.62,0.01,0,0,0.08,74.69,0.93,0,6.59,0.01,25866,15209244.21,0.4,214,125832.3,0,0.83
2330,台積電       ,20210812,586,-3129,767,419,184,0,0,20,-1,3,1,-3129,1693,419,66.41,2.42,2.35,0.01,0,0,0.07,74.68,0.94,0,6.59,0.01,26050,15248476.91,0.4,194,113558.71,0,0.74
2330,台積電       ,20210813,581,-6666,731,240,312,0,0,33,-2,4,2,-9795,2424,659,59.33,1.5,2.3,0.02,1,0,0.11,74.66,0.94,0,6.59,0.01,26362,15303836.96,0.41,161,93464.75,0,0.61
2330,台積電       ,20210816,584,2587,262,-353,0,334,19,0,1,5,-1,2587,2686,-353,63.81,2.2,1.92,0.02,0,0,0.08,74.67,0.94,0,6.59,0.01,26028,15150828.52,0.4,180,104777.51,0,0.69
2330,台積電       ,20210817,580,-4420,432,-145,0,36,63,0,-1,6,-2,-4420,3118,-498,72.35,0.68,0.83,0.01,2,0.01,0.13,74.65,0.94,0,6.59,0.01,25992,15079536.91,0.4,243,140979.05,0,0.93
2330,台積電       ,20210818,574,-25046,856,2679,1146,0,0,111,-2,7,1,-29466,3974,2679,51.16,1.22,3.23,0.03,5,0.01,0.19,74.55,0.94,0.01,6.59,0.01,27138,15485431.28,0.42,132,75321.58,0,0.49
2330,台積電       ,20210819,559,-21992,402,-1015,470,0,429,0,-3,8,-1,-51458,4376,-1015,43.21,0.63,2.56,0.04,7,0.02,0.17,74.47,0.95,0,6.59,0.01,27608,15572880.45,0.43,561,316444,0.01,2.03
2330,台積電       ,20210820,552,-18829,504,83,340,0,0,294,-4,9,1,-70287,4880,83,55.72,0.6,1.84,0.05,16,0.03,0.2,74.39,0.95,0.01,6.59,0.01,27948,15551561.19,0.43,267,148571.16,0,0.96
2330,台積電       ,20210823,566,-3426,847,815,1263,0,8,0,-5,10,2,-73713,5727,898,60.13,1.27,2.11,0.05,1,0,0.14,74.37,0.95,0.01,6.59,0.01,29211,16538064.71,0.45,275,155693.67,0,0.94
2330,台積電       ,20210824,572,3070,512,-360,0,1492,19,0,1,11,-1,3070,6239,-360,66.9,1.03,2.14,0.04,1,0,0.11,74.39,0.95,0.01,6.59,0.01,27719,15881581.65,0.43,294,168447.09,0,1.06
2330,台積電       ,20210825,585,6154,942,311,0,206,69,0,2,12,1,9224,7181,311,51.23,1.63,2.25,0.12,18,0.06,0.12,74.41,0.96,0.01,6.59,0.01,27513,15982904.23,0.42,363,210874.65,0.01,1.32
2330,台積電       ,20210826,594,5778,1707,-14,284,0,71,0,3,13,-1,15002,8888,-14,52,1.91,2.12,0.07,10,0.02,0.19,74.44,0.96,0.01,6.59,0.01,27797,16565702.76,0.43,434,258643.56,0.01,1.56
2330,台積電       ,20210827,599,10735,708,2734,0,31,0,10,4,14,1,25737,9596,2734,49.85,1.2,5.16,0.04,0,0,0.12,74.48,0.97,0.02,6.59,0.01,27766,16585273.19,0.43,424,253264.99,0.01,1.53
2330,台積電       ,20210830,605,19005,1611,775,0,343,33,0,5,15,2,44742,11207,3509,54.32,2.22,1.64,0.03,1,0,0.17,74.55,0.97,0.02,6.59,0.01,27423,16495252.61,0.42,457,274890.8,0.01,1.67
2330,台積電       ,20210831,614,24591,701,541,0,1066,151,0,6,16,3,69333,11908,4050,65.14,0.83,2.39,0.04,8,0.01,0.24,74.65,0.98,0,6.59,0.01,26357,16045893.84,0.41,608,370144.68,0.01,2.31
2330,台積電       ,20210901,613,7479,-150,606,0,81,0,270,7,-1,4,76812,-150,4656,55.08,0.74,2.27,0.04,1,0,0.13,74.68,0.97,0,6.59,0.01,26276,16086056.84,0.41,338,206922.18,0.01,1.29
2330,台積電       ,20210902,607,3548,-319,-72,511,0,0,48,8,-2,-1,80360,-469,-72,59.99,0.8,2.28,0.04,1,0,0.11,74.7,0.97,0,6.59,0.01,26787,16385546.29,0.41,290,177392.33,0,1.08
2330,台積電       ,20210903,620,28998,625,2686,298,0,50,0,9,1,1,109358,625,2686,39.32,0.87,2.95,0.08,17,0.03,0.22,74.81,0.98,0.01,6.59,0.01,27085,16718021.24,0.42,340,209862.55,0.01,1.26
2330,台積電       ,20210906,631,17154,552,1589,1278,0,3,0,10,2,2,126512,1177,4275,32.22,1.26,2.61,0.07,12,0.02,0.24,74.88,0.98,0.02,6.59,0.01,28363,17840000.83,0.44,343,215743.06,0.01,1.21
2330,台積電       ,20210907,623,-734,72,106,0,630,0,76,-1,3,3,-734,1249,4381,42.61,1.32,2.47,0.07,4,0.01,0.11,74.88,0.98,0.02,6.59,0.01,27733,17385737.27,0.43,267,167381.53,0,0.96
2330,台積電       ,20210908,619,7199,473,-2373,0,1915,0,112,1,4,-1,7199,1722,-2373,50.84,0.7,5.06,0.07,6,0.02,0.16,74.9,0.98,0.01,6.59,0.01,25818,15979103.58,0.4,155,95931.56,0,0.6
2330,台積電       ,20210909,619,-1366,32,725,339,0,0,29,-1,5,1,-1366,1754,725,51.7,0.53,4.98,0.06,4,0.02,0.08,74.9,0.98,0.01,6.59,0.01,26157,16101119.22,0.4,126,77560.16,0,0.48
2330,台積電       ,20210910,622,2680,-38,413,98,0,0,126,1,-1,2,2680,-38,1138,48.01,0.2,2.11,0.04,0,0,0.07,74.9,0.98,0.01,6.59,0.01,26255,16257161.64,0.41,0,0,0,0
2330,台積電       ,20210913,615,-2899,-36,-222,0,320,0,0,-1,-2,-1,-2899,-74,-222,48.25,0.18,1.96,0.05,0,0,0.07,74.89,0.98,0.01,6.59,0.01,25935,15968923.83,0.4,0,0,0,0
2330,台積電       ,20210914,613,2916,41,-240,0,96,0,0,1,1,-2,2916,41,-462,60.67,0.68,2.03,0.03,0,0,0.07,74.91,0.98,0.01,6.59,0.01,25839,15882321.18,0.4,0,0,0,0
2330,台積電       ,20210915,607,-341,778,-2646,0,90,0,0,-1,2,-3,-341,819,-3108,57.1,1.73,6.16,0.03,0,0,0.11,74.91,0.98,0,6.59,0.01,25749,15694713.3,0.4,0,0,0,0
2330,台積電       ,20210916,600,-4398,-514,-1095,209,0,49,0,-2,-1,-4,-4739,-514,-4203,54.41,1.44,3.12,0.08,14,0.06,0.1,74.93,0.98,0,6.59,0.01,25958,15621197.33,0.4,49,29487.58,0,0.19
2330,台積電       ,20210917,600,-4388,435,382,1084,0,12,0,-3,1,1,-9127,435,382,78.43,0.99,1.29,0.06,14,0.03,0.17,74.91,0.98,0,6.59,0.01,27042,16276155.24,0.42,61,36714.94,0,0.23
2330,台積電       ,20210922,586,-16230,781,-3169,148,0,9,0,-4,2,-1,-25357,1216,-3169,49.33,0.94,6.26,0.03,2,0,0.18,74.85,0.99,0,6.59,0.01,27190,15943294.26,0.42,70,41045.63,0,0.26
2330,台積電       ,20210923,588,-2924,-7,-244,0,131,10,0,-5,-1,-2,-28281,-7,-3413,62.8,0.05,1.75,0.02,1,0,0.09,74.83,0.99,0,6.59,0.01,27059,15954857.7,0.42,80,47170.58,0,0.3
2330,台積電       ,20210924,598,3237,54,38,0,440,21,0,1,1,1,3237,54,38,63.23,1.02,1.81,0.03,1,0.01,0.07,74.85,0.99,0,6.59,0.01,26619,15828951.08,0.41,101,60059.51,0,0.38
2330,台積電       ,20210927,602,2001,-158,-614,0,342,45,0,2,-1,-1,5238,-158,-614,71.86,0.6,2.27,0.04,4,0.02,0.08,74.86,0.99,0,6.59,0.01,26277,15730481.67,0.41,146,87401.54,0,0.56
2330,台積電       ,20210928,594,-4408,179,-324,321,0,0,38,-1,1,-2,-4408,179,-938,70.59,0.57,1.78,0.02,0,0,0.07,74.84,0.99,0,6.59,0.01,26598,15799153.48,0.41,108,64151.76,0,0.41
2330,台積電       ,20210929,580,-24115,844,-4718,510,0,0,19,-2,2,-3,-28523,1023,-5656,47.73,1.08,6.45,0.04,6,0.01,0.21,74.75,0.99,0,6.59,0.01,27108,15710381.76,0.42,89,51579.75,0,0.33
2330,台積電       ,20210930,580,-6138,849,435,142,0,10,0,-3,3,1,-34661,1872,435,71.66,1.36,4.67,0.02,3,0.01,0.15,74.73,0.93,0,6.59,0.01,27250,15797383.63,0.42,99,57392.33,0,0.36
2330,台積電       ,20211001,574,-13363,699,-517,191,0,0,17,-4,4,-1,-48024,2571,-517,50.23,0.9,3.93,0.02,1,0,0.16,74.68,0.94,0,6.59,0.01,27441,15736313.12,0.42,82,47023.71,0,0.3
2330,台積電       ,20211004,572,-4932,943,641,0,84,53,0,-5,5,1,-52956,3514,641,50.44,2.12,4.5,0.04,3,0.01,0.09,74.65,0.94,0,6.59,0.01,27357,15639734.27,0.42,135,77178.2,0,0.49
2330,台積電       ,20211005,572,-17262,1085,1534,423,0,0,56,-6,6,2,-70218,4599,2175,57.9,1.55,2.89,0.06,18,0.05,0.15,74.58,0.94,0.01,6.59,0.01,27780,15719243.55,0.43,79,44701.95,0,0.28
2330,台積電       ,20211006,571,-5508,671,-1061,322,0,40,0,-7,7,-1,-75726,5270,-1061,66.37,1.22,4.32,0.02,4,0.01,0.14,74.55,0.95,0,6.59,0.01,28102,15994596.14,0.43,119,67730.3,0,0.42
2330,台積電       ,20211007,580,865,185,2015,0,288,14,0,1,8,1,865,5455,2015,64.73,0.72,4.8,0.03,1,0,0.12,74.56,0.95,0.01,6.59,0.01,27814,16072926.25,0.43,133,76856.95,0,0.48
2330,台積電       ,20211008,575,-3526,126,88,111,0,0,6,-1,9,2,-3526,5581,2103,73.99,0.35,1.42,0.11,20,0.09,0.09,74.54,0.95,0.01,6.59,0.01,27925,16125877.68,0.43,127,73338.82,0,0.45
2330,台積電       ,20211012,575,-5782,476,-506,115,0,0,1,-2,10,-1,-9308,6057,-506,61.06,0.96,3.12,0.04,8,0.03,0.11,74.52,0.95,0.01,6.59,0.01,28040,15975899.36,0.43,126,71788.99,0,0.45
2330,台積電       ,20211013,571,-5249,506,828,379,0,21,0,-3,11,1,-14557,6563,828,62.46,2.64,2.87,0.02,0,0,0.08,74.5,0.95,0.01,6.59,0.01,28419,16234771.51,0.44,147,83975.91,0,0.52
2330,台積電       ,20211014,573,-226,314,467,0,128,7,0,-4,12,2,-14783,6877,1295,58.14,1.12,4.72,0.03,0,0,0.06,74.5,0.95,0.01,6.59,0.01,28291,16282296.6,0.44,154,88631.5,0,0.54
2330,台積電       ,20211015,600,33738,295,591,0,1899,174,0,1,13,3,33738,7172,1886,46.18,0.3,2.31,0.06,14,0.03,0.23,74.62,0.95,0.02,6.59,0.01,26392,15689885.65,0.41,328,194994.03,0.01,1.24
2330,台積電       ,20211018,590,-697,-119,456,0,231,0,73,-1,-1,4,-697,-119,2342,51.04,0.7,4.09,0.06,5,0.03,0.08,74.62,0.95,0.02,6.59,0.01,26161,15630381.28,0.4,255,152354.54,0,0.97
2330,台積電       ,20211019,600,5599,967,926,0,355,35,0,1,1,5,5599,967,3268,47.01,3.68,4.19,0.04,2,0.01,0.08,74.65,0.96,0.02,6.59,0.01,25806,15443020.07,0.4,290,173543.98,0,1.12
2330,台積電       ,20211020,598,2930,726,-620,0,286,0,18,2,2,-1,8529,1693,-620,61.76,2.28,2.71,0.02,0,0,0.07,74.66,0.96,0.02,6.59,0.01,25520,15319240.02,0.39,272,163277.17,0,1.07
2330,台積電       ,20211021,596,2585,126,-459,0,196,0,7,3,3,-2,11114,1819,-1079,60.24,0.64,2.43,0.02,0,0,0.07,74.67,0.96,0.02,6.59,0.01,25324,15175675.43,0.39,265,158804.06,0,1.05
2330,台積電       ,20211022,600,4166,-44,39,0,326,1,0,4,-1,1,15280,-44,39,59.31,1.76,1.44,0.05,3,0.02,0.06,74.69,0.96,0.02,6.59,0.01,24998,14961105.52,0.39,266,159198.9,0,1.06
2330,台積電       ,20211025,593,-760,83,-60,140,0,0,58,-1,1,-1,-760,83,-60,55.82,0.57,3.01,0.02,0,0,0.07,74.69,0.96,0.02,6.59,0.01,25138,14917681.05,0.39,208,123433.75,0,0.83
2330,台積電       ,20211026,599,7332,273,-333,0,95,6,0,1,2,-2,7332,356,-393,75.73,0.62,2.14,0.01,0,0,0.11,74.72,0.96,0.02,6.59,0.01,25043,14971005.92,0.39,214,127931.77,0,0.85
2330,台積電       ,20211027,599,2316,23,-387,0,90,0,3,2,3,-3,9648,379,-780,72.83,1.47,2.23,0.01,0,0,0.07,74.73,0.96,0.01,6.59,0.01,24953,14898982.16,0.38,211,125984.26,0,0.85
2330,台積電       ,20211028,595,-1830,-311,-55,93,0,0,8,-1,-1,-4,-1830,-311,-835,76.54,1.01,0.85,0.02,1,0.01,0.07,74.72,0.96,0.01,6.59,0.01,25046,14894102.32,0.39,203,120717.99,0,0.81
2330,台積電       ,20211029,590,-3551,-547,-367,555,0,0,18,-2,-2,-5,-5381,-858,-1202,78.78,1.02,1.58,0.02,0,0,0.11,74.7,0.96,0,6.59,0.01,25601,15121975.64,0.39,185,109275.63,0,0.72
2330,台積電       ,20211101,590,-1894,26,419,28,0,0,5,-3,1,1,-7275,26,419,60.68,1.55,2,0.04,4,0.02,0.07,74.7,0.96,0,6.59,0.01,25629,15139521.87,0.4,180,106329.31,0,0.7
2330,台積電       ,20211102,592,2515,-153,154,0,64,0,3,1,-1,2,2515,-153,573,68.31,0.82,1.39,0.02,0,0,0.07,74.71,0.96,0,6.59,0.01,25565,15156064.53,0.39,177,104933.44,0,0.69
2330,台積電       ,20211103,592,1723,106,-202,0,136,0,4,2,1,-1,4238,106,-202,67.82,1.47,1.95,0.01,0,0,0.05,74.71,0.96,0,6.59,0.01,25429,15102326.33,0.39,173,102744.99,0,0.68
2330,台積電       ,20211104,587,-4052,-4,155,172,0,0,30,-1,-1,1,-4052,-4,155,58.01,0.3,2.67,0.1,13,0.07,0.08,74.7,0.96,0,6.59,0.01,25601,15060848.13,0.39,143,84125.67,0,0.56
2330,台積電       ,20211105,600,22541,-325,49,0,876,211,0,1,-2,2,22541,-329,204,57.09,0.51,1.09,0.03,1,0,0.14,74.78,0.96,0,6.59,0.01,24725,14780194.57,0.38,354,211615.32,0.01,1.43
2330,台積電       ,20211108,602,4214,-98,-7,0,479,0,114,2,-3,-1,26755,-427,-7,55.92,1.03,0.82,0.02,0,0,0.09,74.8,0.96,0,6.59,0.01,24246,14562060.31,0.37,240,144143.14,0,0.99
2330,台積電       ,20211109,611,19886,-157,847,0,517,84,0,3,-4,1,46641,-584,847,52.34,0.71,1.97,0.03,5,0.01,0.17,74.88,0.96,0.01,6.59,0.01,23729,14535089.8,0.37,324,198464.71,0,1.37
2330,台積電       ,20211110,612,2194,71,246,0,397,55,0,4,1,2,48835,71,1093,60.95,1.28,2.44,0.02,0,0,0.08,74.9,0.96,0.01,6.59,0.01,23332,14241747.81,0.36,379,231339.89,0.01,1.62
2330,台積電       ,20211111,606,-1514,-387,149,0,290,0,87,-1,-1,3,-1514,-387,1242,64.45,1.5,1.63,0.06,8,0.04,0.08,74.89,0.96,0.01,6.59,0.01,23042,13905897.69,0.36,292,176222.64,0,1.27
2330,台積電       ,20211112,604,616,-348,299,0,83,20,0,1,-2,4,616,-735,1541,69.33,1.15,3.02,0.11,20,0.09,0.09,74.89,0.95,0.01,6.59,0.01,22959,13751756.82,0.35,312,186878.7,0,1.36
2330,台積電       ,20211115,608,2001,-1156,-31,0,354,21,0,2,-3,-1,2617,-1891,-31,58.22,3.7,1.14,0.03,1,0.01,0.07,74.91,0.95,0.01,6.59,0.01,22605,13760352.95,0.35,333,202707.26,0.01,1.47
2330,台積電       ,20211116,610,2404,251,194,0,264,0,0,3,1,1,5021,251,194,69.31,1.22,1.63,0.01,0,0,0.09,74.91,0.95,0.01,6.58,0.01,22341,13629672.17,0.34,333,203154.78,0.01,1.49
